season,round,race_name,event_date,driver_number,driver_code,driver_first_name,driver_last_name,full_name,constructor_raw,constructor,grid_position,finish_position,classified_position,points,status,q1,q2,q3,era,dnf_flag
2010,14,Italian Grand Prix,2010-09-12 12:00:00,19,KOV,Heikki,Kovalainen,Heikki Kovalainen,Lotus,Lotus,18.0,18.0,18,0.0,+2 Laps,,,,2010-2013_post_points_change,True
2010,14,Italian Grand Prix,2010-09-12 12:00:00,18,TRU,Jarno,Trulli,Jarno Trulli,Lotus,Lotus,17.0,21.0,R,0.0,Engine,,,,2010-2013_post_points_change,True
2010,14,Italian Grand Prix,2010-09-12 12:00:00,25,DIG,Lucas,di Grassi,Lucas di Grassi,Virgin,Marussia,21.0,20.0,20,0.0,+3 Laps,,,,2010-2013_post_points_change,True
2010,14,Italian Grand Prix,2010-09-12 12:00:00,24,GLO,Timo,Glock,Timo Glock,Virgin,Marussia,24.0,17.0,17,0.0,+2 Laps,,,,2010-2013_post_points_change,True
2010,14,Italian Grand Prix,2010-09-12 12:00:00,1,BUT,Jenson,Button,Jenson Button,McLaren,McLaren,2.0,2.0,2,18.0,Finished,,,,2010-2013_post_points_change,False
2010,14,Italian Grand Prix,2010-09-12 12:00:00,2,HAM,Lewis,Hamilton,Lewis Hamilton,McLaren,McLaren,5.0,23.0,R,0.0,Collision,,,,2010-2013_post_points_change,True
2010,14,Italian Grand Prix,2010-09-12 12:00:00,3,MSC,Michael,Schumacher,Michael Schumacher,Mercedes,Mercedes,12.0,9.0,9,2.0,Finished,,,,2010-2013_post_points_change,False
2010,14,Italian Grand Prix,2010-09-12 12:00:00,4,ROS,Nico,Rosberg,Nico Rosberg,Mercedes,Mercedes,7.0,5.0,5,10.0,Finished,,,,2010-2013_post_points_change,False
2010,14,Italian Grand Prix,2010-09-12 12:00:00,17,ALG,Jaime,Alguersuari,Jaime Alguersuari,Toro Rosso,RB,15.0,15.0,15,0.0,+1 Lap,,,,2010-2013_post_points_change,True
2010,14,Italian Grand Prix,2010-09-12 12:00:00,16,BUE,Sébastien,Buemi,Sébastien Buemi,Toro Rosso,RB,14.0,11.0,11,0.0,Finished,,,,2010-2013_post_points_change,False
2010,14,Italian Grand Prix,2010-09-12 12:00:00,5,VET,Sebastian,Vettel,Sebastian Vettel,Red Bull,Red Bull,6.0,4.0,4,12.0,Finished,,,,2010-2013_post_points_change,False
2010,14,Italian Grand Prix,2010-09-12 12:00:00,6,WEB,Mark,Webber,Mark Webber,Red Bull,Red Bull,4.0,6.0,6,8.0,Finished,,,,2010-2013_post_points_change,False
2010,14,Italian Grand Prix,2010-09-12 12:00:00,22,DLR,Pedro,de la Rosa,Pedro de la Rosa,Sauber,Sauber,16.0,14.0,14,0.0,+1 Lap,,,,2010-2013_post_points_change,True
2010,14,Italian Grand Prix,2010-09-12 12:00:00,23,KOB,Kamui,Kobayashi,Kamui Kobayashi,Sauber,Sauber,13.0,24.0,R,0.0,Gearbox,,,,2010-2013_post_points_change,True
2010,14,Italian Grand Prix,2010-09-12 12:00:00,9,BAR,Rubens,Barrichello,Rubens Barrichello,Williams,Williams,10.0,10.0,10,1.0,Finished,,,,2010-2013_post_points_change,False
2010,14,Italian Grand Prix,2010-09-12 12:00:00,10,HUL,Nico,Hülkenberg,Nico Hülkenberg,Williams,Williams,8.0,7.0,7,6.0,Finished,,,,2010-2013_post_points_change,False
2010,15,Singapore Grand Prix,2010-09-26 12:00:00,11,KUB,Robert,Kubica,Robert Kubica,Renault,Alpine,8.0,7.0,7,6.0,Finished,,,,2010-2013_post_points_change,False
2010,15,Singapore Grand Prix,2010-09-26 12:00:00,12,PET,Vitaly,Petrov,Vitaly Petrov,Renault,Alpine,12.0,11.0,11,0.0,+1 Lap,,,,2010-2013_post_points_change,True
2010,15,Singapore Grand Prix,2010-09-26 12:00:00,15,LIU,Vitantonio,Liuzzi,Vitantonio Liuzzi,Force India,Aston Martin,16.0,24.0,R,0.0,Collision,,,,2010-2013_post_points_change,True
2010,15,Singapore Grand Prix,2010-09-26 12:00:00,14,SUT,Adrian,Sutil,Adrian Sutil,Force India,Aston Martin,15.0,9.0,9,2.0,Finished,,,,2010-2013_post_points_change,False
2010,15,Singapore Grand Prix,2010-09-26 12:00:00,8,ALO,Fernando,Alonso,Fernando Alonso,Ferrari,Ferrari,1.0,1.0,1,25.0,Finished,,,,2010-2013_post_points_change,False
2010,15,Singapore Grand Prix,2010-09-26 12:00:00,7,MAS,Felipe,Massa,Felipe Massa,Ferrari,Ferrari,24.0,8.0,8,4.0,Finished,,,,2010-2013_post_points_change,False
2010,15,Singapore Grand Prix,2010-09-26 12:00:00,20,KLI,Christian,Klien,Christian Klien,HRT,HRT,22.0,20.0,R,0.0,Hydraulics,,,,2010-2013_post_points_change,True
2010,15,Singapore Grand Prix,2010-09-26 12:00:00,21,SEN,Bruno,Senna,Bruno Senna,HRT,HRT,23.0,22.0,R,0.0,Accident,,,,2010-2013_post_points_change,True
2010,15,Singapore Grand Prix,2010-09-26 12:00:00,19,KOV,Heikki,Kovalainen,Heikki Kovalainen,Lotus,Lotus,19.0,16.0,16,0.0,Engine,,,,2010-2013_post_points_change,True
2010,15,Singapore Grand Prix,2010-09-26 12:00:00,18,TRU,Jarno,Trulli,Jarno Trulli,Lotus,Lotus,21.0,23.0,R,0.0,Hydraulics,,,,2010-2013_post_points_change,True
2010,15,Singapore Grand Prix,2010-09-26 12:00:00,25,DIG,Lucas,di Grassi,Lucas di Grassi,Virgin,Marussia,20.0,15.0,15,0.0,+2 Laps,,,,2010-2013_post_points_change,True
2010,15,Singapore Grand Prix,2010-09-26 12:00:00,24,GLO,Timo,Glock,Timo Glock,Virgin,Marussia,18.0,17.0,R,0.0,Hydraulics,,,,2010-2013_post_points_change,True
2010,15,Singapore Grand Prix,2010-09-26 12:00:00,1,BUT,Jenson,Button,Jenson Button,McLaren,McLaren,4.0,4.0,4,12.0,Finished,,,,2010-2013_post_points_change,False
2010,15,Singapore Grand Prix,2010-09-26 12:00:00,2,HAM,Lewis,Hamilton,Lewis Hamilton,McLaren,McLaren,3.0,19.0,R,0.0,Collision,,,,2010-2013_post_points_change,True
2010,15,Singapore Grand Prix,2010-09-26 12:00:00,3,MSC,Michael,Schumacher,Michael Schumacher,Mercedes,Mercedes,9.0,13.0,13,0.0,+1 Lap,,,,2010-2013_post_points_change,True
2010,15,Singapore Grand Prix,2010-09-26 12:00:00,4,ROS,Nico,Rosberg,Nico Rosberg,Mercedes,Mercedes,7.0,5.0,5,10.0,Finished,,,,2010-2013_post_points_change,False
2010,15,Singapore Grand Prix,2010-09-26 12:00:00,17,ALG,Jaime,Alguersuari,Jaime Alguersuari,Toro Rosso,RB,11.0,12.0,12,0.0,+1 Lap,,,,2010-2013_post_points_change,True
2010,15,Singapore Grand Prix,2010-09-26 12:00:00,16,BUE,Sébastien,Buemi,Sébastien Buemi,Toro Rosso,RB,13.0,14.0,14,0.0,+1 Lap,,,,2010-2013_post_points_change,True
2010,15,Singapore Grand Prix,2010-09-26 12:00:00,5,VET,Sebastian,Vettel,Sebastian Vettel,Red Bull,Red Bull,2.0,2.0,2,18.0,Finished,,,,2010-2013_post_points_change,False
2010,15,Singapore Grand Prix,2010-09-26 12:00:00,6,WEB,Mark,Webber,Mark Webber,Red Bull,Red Bull,5.0,3.0,3,15.0,Finished,,,,2010-2013_post_points_change,False
2010,15,Singapore Grand Prix,2010-09-26 12:00:00,22,HEI,Nick,Heidfeld,Nick Heidfeld,Sauber,Sauber,14.0,18.0,R,0.0,Collision,,,,2010-2013_post_points_change,True
2010,15,Singapore Grand Prix,2010-09-26 12:00:00,23,KOB,Kamui,Kobayashi,Kamui Kobayashi,Sauber,Sauber,10.0,21.0,R,0.0,Accident,,,,2010-2013_post_points_change,True
2010,15,Singapore Grand Prix,2010-09-26 12:00:00,9,BAR,Rubens,Barrichello,Rubens Barrichello,Williams,Williams,6.0,6.0,6,8.0,Finished,,,,2010-2013_post_points_change,False
2010,15,Singapore Grand Prix,2010-09-26 12:00:00,10,HUL,Nico,Hülkenberg,Nico Hülkenberg,Williams,Williams,17.0,10.0,10,1.0,Finished,,,,2010-2013_post_points_change,False
2010,16,Japanese Grand Prix,2010-10-10 06:00:00,11,KUB,Robert,Kubica,Robert Kubica,Renault,Alpine,3.0,19.0,R,0.0,Wheel,,,,2010-2013_post_points_change,True
2010,16,Japanese Grand Prix,2010-10-10 06:00:00,12,PET,Vitaly,Petrov,Vitaly Petrov,Renault,Alpine,13.0,22.0,R,0.0,Accident,,,,2010-2013_post_points_change,True
2010,16,Japanese Grand Prix,2010-10-10 06:00:00,15,LIU,Vitantonio,Liuzzi,Vitantonio Liuzzi,Force India,Aston Martin,17.0,23.0,R,0.0,Accident,,,,2010-2013_post_points_change,True
2010,16,Japanese Grand Prix,2010-10-10 06:00:00,14,SUT,Adrian,Sutil,Adrian Sutil,Force India,Aston Martin,15.0,18.0,R,0.0,Oil leak,,,,2010-2013_post_points_change,True
2010,16,Japanese Grand Prix,2010-10-10 06:00:00,8,ALO,Fernando,Alonso,Fernando Alonso,Ferrari,Ferrari,4.0,3.0,3,15.0,Finished,,,,2010-2013_post_points_change,False
2010,16,Japanese Grand Prix,2010-10-10 06:00:00,7,MAS,Felipe,Massa,Felipe Massa,Ferrari,Ferrari,12.0,21.0,R,0.0,Accident,,,,2010-2013_post_points_change,True
2010,16,Japanese Grand Prix,2010-10-10 06:00:00,21,SEN,Bruno,Senna,Bruno Senna,HRT,HRT,23.0,15.0,15,0.0,+2 Laps,,,,2010-2013_post_points_change,True
2010,16,Japanese Grand Prix,2010-10-10 06:00:00,20,YAM,Sakon,Yamamoto,Sakon Yamamoto,HRT,HRT,24.0,16.0,16,0.0,+3 Laps,,,,2010-2013_post_points_change,True
2010,16,Japanese Grand Prix,2010-10-10 06:00:00,19,KOV,Heikki,Kovalainen,Heikki Kovalainen,Lotus,Lotus,20.0,12.0,12,0.0,+1 Lap,,,,2010-2013_post_points_change,True
2010,16,Japanese Grand Prix,2010-10-10 06:00:00,18,TRU,Jarno,Trulli,Jarno Trulli,Lotus,Lotus,19.0,13.0,13,0.0,+2 Laps,,,,2010-2013_post_points_change,True
2010,16,Japanese Grand Prix,2010-10-10 06:00:00,25,DIG,Lucas,di Grassi,Lucas di Grassi,Virgin,Marussia,21.0,24.0,R,0.0,Suspension,,,,2010-2013_post_points_change,True
2010,16,Japanese Grand Prix,2010-10-10 06:00:00,24,GLO,Timo,Glock,Timo Glock,Virgin,Marussia,22.0,14.0,14,0.0,+2 Laps,,,,2010-2013_post_points_change,True
2010,16,Japanese Grand Prix,2010-10-10 06:00:00,1,BUT,Jenson,Button,Jenson Button,McLaren,McLaren,5.0,4.0,4,12.0,Finished,,,,2010-2013_post_points_change,False
2010,16,Japanese Grand Prix,2010-10-10 06:00:00,2,HAM,Lewis,Hamilton,Lewis Hamilton,McLaren,McLaren,8.0,5.0,5,10.0,Finished,,,,2010-2013_post_points_change,False
2010,16,Japanese Grand Prix,2010-10-10 06:00:00,3,MSC,Michael,Schumacher,Michael Schumacher,Mercedes,Mercedes,10.0,6.0,6,8.0,Finished,,,,2010-2013_post_points_change,False
2010,16,Japanese Grand Prix,2010-10-10 06:00:00,4,ROS,Nico,Rosberg,Nico Rosberg,Mercedes,Mercedes,6.0,17.0,R,0.0,Suspension,,,,2010-2013_post_points_change,True
2010,16,Japanese Grand Prix,2010-10-10 06:00:00,17,ALG,Jaime,Alguersuari,Jaime Alguersuari,Toro Rosso,RB,16.0,11.0,11,0.0,+1 Lap,,,,2010-2013_post_points_change,True
2010,16,Japanese Grand Prix,2010-10-10 06:00:00,16,BUE,Sébastien,Buemi,Sébastien Buemi,Toro Rosso,RB,18.0,10.0,10,1.0,Finished,,,,2010-2013_post_points_change,False
2010,16,Japanese Grand Prix,2010-10-10 06:00:00,5,VET,Sebastian,Vettel,Sebastian Vettel,Red Bull,Red Bull,1.0,1.0,1,25.0,Finished,,,,2010-2013_post_points_change,False
2010,16,Japanese Grand Prix,2010-10-10 06:00:00,6,WEB,Mark,Webber,Mark Webber,Red Bull,Red Bull,2.0,2.0,2,18.0,Finished,,,,2010-2013_post_points_change,False
2010,16,Japanese Grand Prix,2010-10-10 06:00:00,22,HEI,Nick,Heidfeld,Nick Heidfeld,Sauber,Sauber,11.0,8.0,8,4.0,Finished,,,,2010-2013_post_points_change,False
2010,16,Japanese Grand Prix,2010-10-10 06:00:00,23,KOB,Kamui,Kobayashi,Kamui Kobayashi,Sauber,Sauber,14.0,7.0,7,6.0,Finished,,,,2010-2013_post_points_change,False
2010,16,Japanese Grand Prix,2010-10-10 06:00:00,9,BAR,Rubens,Barrichello,Rubens Barrichello,Williams,Williams,7.0,9.0,9,2.0,Finished,,,,2010-2013_post_points_change,False
2010,16,Japanese Grand Prix,2010-10-10 06:00:00,10,HUL,Nico,Hülkenberg,Nico Hülkenberg,Williams,Williams,9.0,20.0,R,0.0,Accident,,,,2010-2013_post_points_change,True
2010,17,Korean Grand Prix,2010-10-24 05:00:00,11,KUB,Robert,Kubica,Robert Kubica,Renault,Alpine,8.0,5.0,5,10.0,Finished,,,,2010-2013_post_points_change,False
2010,17,Korean Grand Prix,2010-10-24 05:00:00,12,PET,Vitaly,Petrov,Vitaly Petrov,Renault,Alpine,20.0,18.0,R,0.0,Accident,,,,2010-2013_post_points_change,True
2010,17,Korean Grand Prix,2010-10-24 05:00:00,15,LIU,Vitantonio,Liuzzi,Vitantonio Liuzzi,Force India,Aston Martin,17.0,6.0,6,8.0,Finished,,,,2010-2013_post_points_change,False
2010,17,Korean Grand Prix,2010-10-24 05:00:00,14,SUT,Adrian,Sutil,Adrian Sutil,Force India,Aston Martin,14.0,16.0,R,0.0,Collision,,,,2010-2013_post_points_change,True
2010,17,Korean Grand Prix,2010-10-24 05:00:00,8,ALO,Fernando,Alonso,Fernando Alonso,Ferrari,Ferrari,3.0,1.0,1,25.0,Finished,,,,2010-2013_post_points_change,False
2010,17,Korean Grand Prix,2010-10-24 05:00:00,7,MAS,Felipe,Massa,Felipe Massa,Ferrari,Ferrari,6.0,3.0,3,15.0,Finished,,,,2010-2013_post_points_change,False
2010,17,Korean Grand Prix,2010-10-24 05:00:00,21,SEN,Bruno,Senna,Bruno Senna,HRT,HRT,24.0,14.0,14,0.0,+2 Laps,,,,2010-2013_post_points_change,True
2010,17,Korean Grand Prix,2010-10-24 05:00:00,20,YAM,Sakon,Yamamoto,Sakon Yamamoto,HRT,HRT,23.0,15.0,15,0.0,+2 Laps,,,,2010-2013_post_points_change,True
2010,17,Korean Grand Prix,2010-10-24 05:00:00,19,KOV,Heikki,Kovalainen,Heikki Kovalainen,Lotus,Lotus,21.0,13.0,13,0.0,+1 Lap,,,,2010-2013_post_points_change,True
2010,17,Korean Grand Prix,2010-10-24 05:00:00,18,TRU,Jarno,Trulli,Jarno Trulli,Lotus,Lotus,18.0,22.0,R,0.0,Hydraulics,,,,2010-2013_post_points_change,True
2010,17,Korean Grand Prix,2010-10-24 05:00:00,25,DIG,Lucas,di Grassi,Lucas di Grassi,Virgin,Marussia,22.0,21.0,R,0.0,Accident,,,,2010-2013_post_points_change,True
2010,17,Korean Grand Prix,2010-10-24 05:00:00,24,GLO,Timo,Glock,Timo Glock,Virgin,Marussia,19.0,19.0,R,0.0,Collision,,,,2010-2013_post_points_change,True
2010,17,Korean Grand Prix,2010-10-24 05:00:00,1,BUT,Jenson,Button,Jenson Button,McLaren,McLaren,7.0,12.0,12,0.0,Finished,,,,2010-2013_post_points_change,False
2010,17,Korean Grand Prix,2010-10-24 05:00:00,2,HAM,Lewis,Hamilton,Lewis Hamilton,McLaren,McLaren,4.0,2.0,2,18.0,Finished,,,,2010-2013_post_points_change,False
2010,17,Korean Grand Prix,2010-10-24 05:00:00,3,MSC,Michael,Schumacher,Michael Schumacher,Mercedes,Mercedes,9.0,4.0,4,12.0,Finished,,,,2010-2013_post_points_change,False
2010,17,Korean Grand Prix,2010-10-24 05:00:00,4,ROS,Nico,Rosberg,Nico Rosberg,Mercedes,Mercedes,5.0,24.0,R,0.0,Collision,,,,2010-2013_post_points_change,True
2010,17,Korean Grand Prix,2010-10-24 05:00:00,17,ALG,Jaime,Alguersuari,Jaime Alguersuari,Toro Rosso,RB,15.0,11.0,11,0.0,Finished,,,,2010-2013_post_points_change,False
2010,17,Korean Grand Prix,2010-10-24 05:00:00,16,BUE,Sébastien,Buemi,Sébastien Buemi,Toro Rosso,RB,16.0,20.0,R,0.0,Collision,,,,2010-2013_post_points_change,True
2010,17,Korean Grand Prix,2010-10-24 05:00:00,5,VET,Sebastian,Vettel,Sebastian Vettel,Red Bull,Red Bull,1.0,17.0,R,0.0,Engine,,,,2010-2013_post_points_change,True
2010,17,Korean Grand Prix,2010-10-24 05:00:00,6,WEB,Mark,Webber,Mark Webber,Red Bull,Red Bull,2.0,23.0,R,0.0,Accident,,,,2010-2013_post_points_change,True
2010,17,Korean Grand Prix,2010-10-24 05:00:00,22,HEI,Nick,Heidfeld,Nick Heidfeld,Sauber,Sauber,13.0,9.0,9,2.0,Finished,,,,2010-2013_post_points_change,False
2010,17,Korean Grand Prix,2010-10-24 05:00:00,23,KOB,Kamui,Kobayashi,Kamui Kobayashi,Sauber,Sauber,12.0,8.0,8,4.0,Finished,,,,2010-2013_post_points_change,False
2010,17,Korean Grand Prix,2010-10-24 05:00:00,9,BAR,Rubens,Barrichello,Rubens Barrichello,Williams,Williams,10.0,7.0,7,6.0,Finished,,,,2010-2013_post_points_change,False
2010,17,Korean Grand Prix,2010-10-24 05:00:00,10,HUL,Nico,Hülkenberg,Nico Hülkenberg,Williams,Williams,11.0,10.0,10,1.0,Finished,,,,2010-2013_post_points_change,False
2010,18,Brazilian Grand Prix,2010-11-07 16:00:00,11,KUB,Robert,Kubica,Robert Kubica,Renault,Alpine,7.0,9.0,9,2.0,+1 Lap,,,,2010-2013_post_points_change,True
2010,18,Brazilian Grand Prix,2010-11-07 16:00:00,12,PET,Vitaly,Petrov,Vitaly Petrov,Renault,Alpine,10.0,16.0,16,0.0,+1 Lap,,,,2010-2013_post_points_change,True
2010,18,Brazilian Grand Prix,2010-11-07 16:00:00,15,LIU,Vitantonio,Liuzzi,Vitantonio Liuzzi,Force India,Aston Martin,16.0,24.0,R,0.0,Accident,,,,2010-2013_post_points_change,True
2010,18,Brazilian Grand Prix,2010-11-07 16:00:00,14,SUT,Adrian,Sutil,Adrian Sutil,Force India,Aston Martin,22.0,12.0,12,0.0,+1 Lap,,,,2010-2013_post_points_change,True
2010,18,Brazilian Grand Prix,2010-11-07 16:00:00,8,ALO,Fernando,Alonso,Fernando Alonso,Ferrari,Ferrari,5.0,3.0,3,15.0,Finished,,,,2010-2013_post_points_change,False
2010,18,Brazilian Grand Prix,2010-11-07 16:00:00,7,MAS,Felipe,Massa,Felipe Massa,Ferrari,Ferrari,9.0,15.0,15,0.0,+1 Lap,,,,2010-2013_post_points_change,True
2010,18,Brazilian Grand Prix,2010-11-07 16:00:00,20,KLI,Christian,Klien,Christian Klien,HRT,HRT,23.0,22.0,22,0.0,+6 Laps,,,,2010-2013_post_points_change,True
2010,18,Brazilian Grand Prix,2010-11-07 16:00:00,21,SEN,Bruno,Senna,Bruno Senna,HRT,HRT,24.0,21.0,21,0.0,+2 Laps,,,,2010-2013_post_points_change,True
2010,18,Brazilian Grand Prix,2010-11-07 16:00:00,19,KOV,Heikki,Kovalainen,Heikki Kovalainen,Lotus,Lotus,20.0,18.0,18,0.0,+2 Laps,,,,2010-2013_post_points_change,True
2010,18,Brazilian Grand Prix,2010-11-07 16:00:00,18,TRU,Jarno,Trulli,Jarno Trulli,Lotus,Lotus,18.0,19.0,19,0.0,+2 Laps,,,,2010-2013_post_points_change,True
2010,18,Brazilian Grand Prix,2010-11-07 16:00:00,25,DIG,Lucas,di Grassi,Lucas di Grassi,Virgin,Marussia,21.0,23.0,R,0.0,+9 Laps,,,,2010-2013_post_points_change,True
2010,18,Brazilian Grand Prix,2010-11-07 16:00:00,24,GLO,Timo,Glock,Timo Glock,Virgin,Marussia,17.0,20.0,20,0.0,+2 Laps,,,,2010-2013_post_points_change,True
2010,18,Brazilian Grand Prix,2010-11-07 16:00:00,1,BUT,Jenson,Button,Jenson Button,McLaren,McLaren,11.0,5.0,5,10.0,Finished,,,,2010-2013_post_points_change,False
2010,18,Brazilian Grand Prix,2010-11-07 16:00:00,2,HAM,Lewis,Hamilton,Lewis Hamilton,McLaren,McLaren,4.0,4.0,4,12.0,Finished,,,,2010-2013_post_points_change,False
2010,18,Brazilian Grand Prix,2010-11-07 16:00:00,3,MSC,Michael,Schumacher,Michael Schumacher,Mercedes,Mercedes,8.0,7.0,7,6.0,Finished,,,,2010-2013_post_points_change,False
2010,18,Brazilian Grand Prix,2010-11-07 16:00:00,4,ROS,Nico,Rosberg,Nico Rosberg,Mercedes,Mercedes,13.0,6.0,6,8.0,Finished,,,,2010-2013_post_points_change,False
2010,18,Brazilian Grand Prix,2010-11-07 16:00:00,17,ALG,Jaime,Alguersuari,Jaime Alguersuari,Toro Rosso,RB,14.0,11.0,11,0.0,+1 Lap,,,,2010-2013_post_points_change,True
2010,18,Brazilian Grand Prix,2010-11-07 16:00:00,16,BUE,Sébastien,Buemi,Sébastien Buemi,Toro Rosso,RB,19.0,13.0,13,0.0,+1 Lap,,,,2010-2013_post_points_change,True
2010,18,Brazilian Grand Prix,2010-11-07 16:00:00,5,VET,Sebastian,Vettel,Sebastian Vettel,Red Bull,Red Bull,2.0,1.0,1,25.0,Finished,,,,2010-2013_post_points_change,False
2010,18,Brazilian Grand Prix,2010-11-07 16:00:00,6,WEB,Mark,Webber,Mark Webber,Red Bull,Red Bull,3.0,2.0,2,18.0,Finished,,,,2010-2013_post_points_change,False
2010,18,Brazilian Grand Prix,2010-11-07 16:00:00,22,HEI,Nick,Heidfeld,Nick Heidfeld,Sauber,Sauber,15.0,17.0,17,0.0,+1 Lap,,,,2010-2013_post_points_change,True
2010,18,Brazilian Grand Prix,2010-11-07 16:00:00,23,KOB,Kamui,Kobayashi,Kamui Kobayashi,Sauber,Sauber,12.0,10.0,10,1.0,+1 Lap,,,,2010-2013_post_points_change,True
2010,18,Brazilian Grand Prix,2010-11-07 16:00:00,9,BAR,Rubens,Barrichello,Rubens Barrichello,Williams,Williams,6.0,14.0,14,0.0,+1 Lap,,,,2010-2013_post_points_change,True
2010,18,Brazilian Grand Prix,2010-11-07 16:00:00,10,HUL,Nico,Hülkenberg,Nico Hülkenberg,Williams,Williams,1.0,8.0,8,4.0,+1 Lap,,,,2010-2013_post_points_change,True
2010,19,Abu Dhabi Grand Prix,2010-11-14 13:00:00,11,KUB,Robert,Kubica,Robert Kubica,Renault,Alpine,11.0,5.0,5,10.0,Finished,,,,2010-2013_post_points_change,False
2010,19,Abu Dhabi Grand Prix,2010-11-14 13:00:00,12,PET,Vitaly,Petrov,Vitaly Petrov,Renault,Alpine,10.0,6.0,6,8.0,Finished,,,,2010-2013_post_points_change,False
2010,19,Abu Dhabi Grand Prix,2010-11-14 13:00:00,15,LIU,Vitantonio,Liuzzi,Vitantonio Liuzzi,Force India,Aston Martin,16.0,24.0,R,0.0,Collision,,,,2010-2013_post_points_change,True
2010,19,Abu Dhabi Grand Prix,2010-11-14 13:00:00,14,SUT,Adrian,Sutil,Adrian Sutil,Force India,Aston Martin,13.0,13.0,13,0.0,Finished,,,,2010-2013_post_points_change,False
2010,19,Abu Dhabi Grand Prix,2010-11-14 13:00:00,8,ALO,Fernando,Alonso,Fernando Alonso,Ferrari,Ferrari,3.0,7.0,7,6.0,Finished,,,,2010-2013_post_points_change,False
2010,19,Abu Dhabi Grand Prix,2010-11-14 13:00:00,7,MAS,Felipe,Massa,Felipe Massa,Ferrari,Ferrari,6.0,10.0,10,1.0,Finished,,,,2010-2013_post_points_change,False
2010,19,Abu Dhabi Grand Prix,2010-11-14 13:00:00,20,KLI,Christian,Klien,Christian Klien,HRT,HRT,24.0,20.0,20,0.0,+2 Laps,,,,2010-2013_post_points_change,True
2010,19,Abu Dhabi Grand Prix,2010-11-14 13:00:00,21,SEN,Bruno,Senna,Bruno Senna,HRT,HRT,23.0,19.0,19,0.0,+2 Laps,,,,2010-2013_post_points_change,True
2010,19,Abu Dhabi Grand Prix,2010-11-14 13:00:00,19,KOV,Heikki,Kovalainen,Heikki Kovalainen,Lotus,Lotus,20.0,17.0,17,0.0,+1 Lap,,,,2010-2013_post_points_change,True
2010,19,Abu Dhabi Grand Prix,2010-11-14 13:00:00,18,TRU,Jarno,Trulli,Jarno Trulli,Lotus,Lotus,19.0,21.0,21,0.0,Rear wing,,,,2010-2013_post_points_change,True
2010,19,Abu Dhabi Grand Prix,2010-11-14 13:00:00,25,DIG,Lucas,di Grassi,Lucas di Grassi,Virgin,Marussia,22.0,18.0,18,0.0,+2 Laps,,,,2010-2013_post_points_change,True
2010,19,Abu Dhabi Grand Prix,2010-11-14 13:00:00,24,GLO,Timo,Glock,Timo Glock,Virgin,Marussia,21.0,22.0,R,0.0,Gearbox,,,,2010-2013_post_points_change,True
2010,19,Abu Dhabi Grand Prix,2010-11-14 13:00:00,1,BUT,Jenson,Button,Jenson Button,McLaren,McLaren,4.0,3.0,3,15.0,Finished,,,,2010-2013_post_points_change,False
2010,19,Abu Dhabi Grand Prix,2010-11-14 13:00:00,2,HAM,Lewis,Hamilton,Lewis Hamilton,McLaren,McLaren,2.0,2.0,2,18.0,Finished,,,,2010-2013_post_points_change,False
2010,19,Abu Dhabi Grand Prix,2010-11-14 13:00:00,3,MSC,Michael,Schumacher,Michael Schumacher,Mercedes,Mercedes,8.0,23.0,R,0.0,Collision,,,,2010-2013_post_points_change,True
2010,19,Abu Dhabi Grand Prix,2010-11-14 13:00:00,4,ROS,Nico,Rosberg,Nico Rosberg,Mercedes,Mercedes,9.0,4.0,4,12.0,Finished,,,,2010-2013_post_points_change,False
2010,19,Abu Dhabi Grand Prix,2010-11-14 13:00:00,17,ALG,Jaime,Alguersuari,Jaime Alguersuari,Toro Rosso,RB,17.0,9.0,9,2.0,Finished,,,,2010-2013_post_points_change,False
2010,19,Abu Dhabi Grand Prix,2010-11-14 13:00:00,16,BUE,Sébastien,Buemi,Sébastien Buemi,Toro Rosso,RB,18.0,15.0,15,0.0,Finished,,,,2010-2013_post_points_change,False
2010,19,Abu Dhabi Grand Prix,2010-11-14 13:00:00,5,VET,Sebastian,Vettel,Sebastian Vettel,Red Bull,Red Bull,1.0,1.0,1,25.0,Finished,,,,2010-2013_post_points_change,False
2010,19,Abu Dhabi Grand Prix,2010-11-14 13:00:00,6,WEB,Mark,Webber,Mark Webber,Red Bull,Red Bull,5.0,8.0,8,4.0,Finished,,,,2010-2013_post_points_change,False
2010,19,Abu Dhabi Grand Prix,2010-11-14 13:00:00,22,HEI,Nick,Heidfeld,Nick Heidfeld,Sauber,Sauber,14.0,11.0,11,0.0,Finished,,,,2010-2013_post_points_change,False
2010,19,Abu Dhabi Grand Prix,2010-11-14 13:00:00,23,KOB,Kamui,Kobayashi,Kamui Kobayashi,Sauber,Sauber,12.0,14.0,14,0.0,Finished,,,,2010-2013_post_points_change,False
2010,19,Abu Dhabi Grand Prix,2010-11-14 13:00:00,9,BAR,Rubens,Barrichello,Rubens Barrichello,Williams,Williams,7.0,12.0,12,0.0,Finished,,,,2010-2013_post_points_change,False
2010,19,Abu Dhabi Grand Prix,2010-11-14 13:00:00,10,HUL,Nico,Hülkenberg,Nico Hülkenberg,Williams,Williams,15.0,16.0,16,0.0,Finished,,,,2010-2013_post_points_change,False
